Category,Quote,Author
love,"Then love knew it was called love. And when I lifted my eyes to your name, suddenly your heart showed me my way.",Pablo Neruda
name,"Then love knew it was called love. And when I lifted my eyes to your name, suddenly your heart showed me my way.",Pablo Neruda
love,"Tonight I can write the saddest linesI loved her, and sometimes she loved me too.",Pablo Neruda
sadness,"Tonight I can write the saddest linesI loved her, and sometimes she loved me too.",Pablo Neruda
pablo-neruda,"We the mortals touch the metals,the wind, the ocean shores, the stones,knowing they will go on, inert or burning,and I was discovering, naming all the these things:it was my destiny to love and say goodbye.",Pablo Neruda
poetry,"We the mortals touch the metals,the wind, the ocean shores, the stones,knowing they will go on, inert or burning,and I was discovering, naming all the these things:it was my destiny to love and say goodbye.",Pablo Neruda
love,Where were you then?Who else was there?Saying what?Why will the whole of love come on me suddenly when I am sad and feel you are far away?,Pablo Neruda
poems,Where were you then?Who else was there?Saying what?Why will the whole of love come on me suddenly when I am sad and feel you are far away?,Pablo Neruda
poetry,Where were you then?Who else was there?Saying what?Why will the whole of love come on me suddenly when I am sad and feel you are far away?,Pablo Neruda
friendship,Y por que el sol es tan mal amigodel caminante en el desierto?Y por que el sol es tan simpaticoen el jardin del hospital?And why is the sun such a bad companionto the traveler in the desert?And why is the sun so congenial in the hospital garden?,Pablo Neruda
hope,Y por que el sol es tan mal amigodel caminante en el desierto?Y por que el sol es tan simpaticoen el jardin del hospital?And why is the sun such a bad companionto the traveler in the desert?And why is the sun so congenial in the hospital garden?,Pablo Neruda
nature,Y por que el sol es tan mal amigodel caminante en el desierto?Y por que el sol es tan simpaticoen el jardin del hospital?And why is the sun such a bad companionto the traveler in the desert?And why is the sun so congenial in the hospital garden?,Pablo Neruda
sickness,Y por que el sol es tan mal amigodel caminante en el desierto?Y por que el sol es tan simpaticoen el jardin del hospital?And why is the sun such a bad companionto the traveler in the desert?And why is the sun so congenial in the hospital garden?,Pablo Neruda
love,"Ya no la quiero, es cierto, pero tal vez la quiero.Es tan corto el amor, y es tan largo el olvido.",Pablo Neruda
poetry,"Ya no la quiero, es cierto, pero tal vez la quiero.Es tan corto el amor, y es tan largo el olvido.",Pablo Neruda
spanish,"Ya no la quiero, es cierto, pero tal vez la quiero.Es tan corto el amor, y es tan largo el olvido.",Pablo Neruda
beautiful,"Yo te amo para comenzar a amarte,para recomenzar el infinitoy para no dejar de amarte nunca:por eso no te amo todavía.",Pablo Neruda
love,"Yo te amo para comenzar a amarte,para recomenzar el infinitoy para no dejar de amarte nunca:por eso no te amo todavía.",Pablo Neruda
poetry,"Yo te amo para comenzar a amarte,para recomenzar el infinitoy para no dejar de amarte nunca:por eso no te amo todavía.",Pablo Neruda
spanish,"Yo te amo para comenzar a amarte,para recomenzar el infinitoy para no dejar de amarte nunca:por eso no te amo todavía.",Pablo Neruda
love,You are like nobody since I love you.,Pablo Neruda
hope,You can cut all the flowers but you cannot keep Spring from coming.,Pablo Neruda
inevitability,You can cut all the flowers but you cannot keep Spring from coming.,Pablo Neruda
spring,You can cut all the flowers but you cannot keep Spring from coming.,Pablo Neruda
art,Art is the lie that enables us to realize the truth.,Pablo Picasso
truth,Art is the lie that enables us to realize the truth.,Pablo Picasso
art,Everything you can imagine is real.,Pablo Picasso
imagination,Everything you can imagine is real.,Pablo Picasso
inspirational,Everything you can imagine is real.,Pablo Picasso
life,Everything you can imagine is real.,Pablo Picasso
art,"God is really only another artist. He invented the giraffe, the elephant and the cat. He has no real style, He just goes on trying other things.",Pablo Picasso
god,"God is really only another artist. He invented the giraffe, the elephant and the cat. He has no real style, He just goes on trying other things.",Pablo Picasso
inspirational,"I am always doing that which I can not do, in order that I may learn how to do it.",Pablo Picasso
ignorance,It takes a very long time to become young.,Pablo Picasso
innocence,It takes a very long time to become young.,Pablo Picasso
knowledge,It takes a very long time to become young.,Pablo Picasso
wisdom,It takes a very long time to become young.,Pablo Picasso
youth,It takes a very long time to become young.,Pablo Picasso
art,"Learn the rules like a pro, so you can break them like an artist.",Pablo Picasso
creativity,"Learn the rules like a pro, so you can break them like an artist.",Pablo Picasso
motivational,"Learn the rules like a pro, so you can break them like an artist.",Pablo Picasso
picasso,"Learn the rules like a pro, so you can break them like an artist.",Pablo Picasso
rules,"Learn the rules like a pro, so you can break them like an artist.",Pablo Picasso
writing,"Learn the rules like a pro, so you can break them like an artist.",Pablo Picasso
art,We all know that Art is not truth. Art is a lie that makes us realize truth at least the truth that is given us to understand. The artist must know the manner whereby to convince others of the truthfulness of his lies.,Pablo Picasso
lies,We all know that Art is not truth. Art is a lie that makes us realize truth at least the truth that is given us to understand. The artist must know the manner whereby to convince others of the truthfulness of his lies.,Pablo Picasso
truth,We all know that Art is not truth. Art is a lie that makes us realize truth at least the truth that is given us to understand. The artist must know the manner whereby to convince others of the truthfulness of his lies.,Pablo Picasso
freedom,Freedom is...the right to write the wrong words.,Patti Smith
inspirational,Freedom is...the right to write the wrong words.,Patti Smith
words,Freedom is...the right to write the wrong words.,Patti Smith
death,"He wasn't supposed to die,' he cried out, somewhat desperately, petulantly, like a spoiled child. But I could hear other thoughts racing between us.Neither are you.Neither am I.",Patti Smith
mortality,"He wasn't supposed to die,' he cried out, somewhat desperately, petulantly, like a spoiled child. But I could hear other thoughts racing between us.Neither are you.Neither am I.",Patti Smith
hendrix,"I refuse to believe that Hendrix had the last possessed hand,that Joplin had the last drunken throat,that Morrison had the last enlightened mind.",Patti Smith
inspiration,"I refuse to believe that Hendrix had the last possessed hand,that Joplin had the last drunken throat,that Morrison had the last enlightened mind.",Patti Smith
janis-joplin,"I refuse to believe that Hendrix had the last possessed hand,that Joplin had the last drunken throat,that Morrison had the last enlightened mind.",Patti Smith
